date,sales,promotion,day_of_week,month,year,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28
2014-06-08,626026.957,0.00430038031093923,6,6,2014,557146.461,742733.83,573430.21,454527.502
2014-06-09,415839.729,0.0036083348832694146,0,6,2014,626026.957,512727.773,373838.086,398254.2
2014-06-10,351709.423,0.0069194336030058545,1,6,2014,415839.729,443637.514,327643.143,360764.523
2014-06-11,373840.164,0.006286448665264335,2,6,2014,351709.423,423304.495,338482.784,356381.807
2014-06-12,329523.0674,0.05387141525497951,3,6,2014,373840.164,359478.5978,326631.5774,332280.6357
2014-06-13,392314.3748,0.041805661616047415,4,6,2014,329523.0674,391781.1253,375800.388,380823.7426
2014-06-14,622073.732,0.007238244870947227,5,6,2014,392314.3748,557146.461,597196.468,537875.964
2014-06-15,441315.486,0.007226977301222555,6,6,2014,622073.732,626026.957,742733.83,634522.737
2014-06-16,447454.24,0.009260676577788157,0,6,2014,441315.486,415839.729,512727.773,388817.745
2014-06-17,380398.036,0.011276009847748006,1,6,2014,447454.24,351709.423,443637.514,354387.34
2014-06-18,373410.664,0.01389743652313047,2,6,2014,380398.036,373840.164,423304.495,356898.483
2014-06-19,332301.935,0.06175842159932051,3,6,2014,373410.664,329523.0674,359478.5978,310664.1426
2014-06-20,369207.7896,0.06210221627458317,4,6,2014,332301.935,392314.3748,391781.1253,349552.8927
2014-06-21,538613.855,0.010080474071726209,5,6,2014,369207.7896,622073.732,557146.461,516629.262
2014-06-22,591185.124,0.008426277654442468,6,6,2014,538613.855,441315.486,626026.957,573430.21
2014-06-23,414933.636,0.005512305587103573,0,6,2014,591185.124,447454.24,415839.729,373838.086
2014-06-24,340468.745,0.005860394028238921,1,6,2014,414933.636,380398.036,351709.423,327643.143
2014-06-25,355349.398,0.009104866979400371,2,6,2014,340468.745,373410.664,373840.164,338482.784
2014-06-26,315801.181,0.05688173788051794,3,6,2014,355349.398,332301.935,329523.0674,326631.5774
2014-06-27,370796.5734,0.08475673524117848,4,6,2014,315801.181,369207.7896,392314.3748,375800.388
2014-06-28,510897.814,0.009262261200436455,5,6,2014,370796.5734,538613.855,622073.732,597196.468
2014-06-29,567218.885,0.007027983562289186,6,6,2014,510897.814,591185.124,441315.486,742733.83
2014-06-30,429324.055,0.00909844196827033,0,6,2014,567218.885,414933.636,447454.24,512727.773
2014-07-01,720503.617,0.052769123017462935,1,7,2014,429324.055,340468.745,380398.036,443637.514
2014-07-02,747441.1483,0.170339134110527,2,7,2014,720503.617,355349.398,373410.664,423304.495
2014-07-03,583856.7208,0.04400323587060437,3,7,2014,747441.1483,315801.181,332301.935,359478.5978
2014-07-04,595481.3132,0.09247428555580071,4,7,2014,583856.7208,370796.5734,369207.7896,391781.1253
2014-07-05,817309.11,0.011923913340449612,5,7,2014,595481.3132,510897.814,538613.855,557146.461
2014-07-06,918277.596,0.010901483433338605,6,7,2014,817309.11,567218.885,591185.124,626026.957
2014-07-07,640003.261,0.009218406154339892,0,7,2014,918277.596,429324.055,414933.636,415839.729
2014-07-08,557300.2775,0.05627355173890076,1,7,2014,640003.261,720503.617,340468.745,351709.423
2014-07-09,574488.1542,0.191753872024399,2,7,2014,557300.2775,747441.1483,355349.398,373840.164
2014-07-10,498063.549,0.04837549354570415,3,7,2014,574488.1542,583856.7208,315801.181,329523.0674
2014-07-11,535648.1829,0.09679620253594629,4,7,2014,498063.549,595481.3132,370796.5734,392314.3748
2014-07-12,756702.2779999999,0.010218478554652905,5,7,2014,535648.1829,817309.11,510897.814,622073.732
2014-07-13,733789.78,0.013928622718076013,6,7,2014,756702.2779999999,918277.596,567218.885,441315.486
2014-07-14,584890.339,0.011788989388658716,0,7,2014,733789.78,640003.261,429324.055,447454.24
2014-07-15,562863.027,0.060760100343204816,1,7,2014,584890.339,557300.2775,720503.617,380398.036
2014-07-16,621342.494,0.19946742931121658,2,7,2014,562863.027,574488.1542,747441.1483,373410.664
2014-07-17,498316.705,0.04887694463303212,3,7,2014,621342.494,498063.549,583856.7208,332301.935
2014-07-18,547627.059,0.10252559488664711,4,7,2014,498316.705,535648.1829,595481.3132,369207.7896
2014-07-19,728996.226,0.013590138942639739,5,7,2014,547627.059,756702.2779999999,817309.11,538613.855
2014-07-20,776507.118,0.011907612674324513,6,7,2014,728996.226,733789.78,918277.596,591185.124
2014-07-21,600228.512,0.009925159969741656,0,7,2014,776507.118,584890.339,640003.261,414933.636
2014-07-22,530279.04,0.057361460109756554,1,7,2014,600228.512,562863.027,557300.2775,340468.745
2014-07-23,574168.636,0.20541201592209574,2,7,2014,530279.04,621342.494,574488.1542,355349.398
2014-07-24,484621.817,0.04529688146499604,3,7,2014,574168.636,498316.705,498063.549,315801.181
2014-07-25,579769.724,0.09729318152529123,4,7,2014,484621.817,547627.059,535648.1829,370796.5734
2014-07-26,688919.55,0.011273041968398196,5,7,2014,579769.724,728996.226,756702.2779999999,510897.814
2014-07-27,747308.867,0.010270405369082821,6,7,2014,688919.55,776507.118,733789.78,567218.885
2014-07-28,583943.907,0.010664996972046495,0,7,2014,747308.867,600228.512,584890.339,429324.055
2014-07-29,524752.325,0.05653921971665395,1,7,2014,583943.907,530279.04,562863.027,720503.617
2014-07-30,578067.9652,0.20872315413336454,2,7,2014,524752.325,574168.636,621342.494,747441.1483
2014-07-31,532444.558,0.043668901579796034,3,7,2014,578067.9652,484621.817,498316.705,583856.7208
2014-08-01,506833.795,0.1267513820778269,4,8,2014,532444.558,579769.724,547627.059,595481.3132
2014-08-02,626540.638,0.009150871710894513,5,8,2014,506833.795,688919.55,728996.226,817309.11
2014-08-03,625898.206,0.010065235751770154,6,8,2014,626540.638,747308.867,776507.118,918277.596
2014-08-04,471185.304,0.008197259055430981,0,8,2014,625898.206,583943.907,600228.512,640003.261
2014-08-05,417212.476,0.007271769600677042,1,8,2014,471185.304,524752.325,530279.04,557300.2775
2014-08-06,402915.371,0.009306304176715064,2,8,2014,417212.476,578067.9652,574168.636,574488.1542
2014-08-07,359708.533,0.06423864012144521,3,8,2014,402915.371,532444.558,484621.817,498063.549
2014-08-08,397764.939,0.13888070713039893,4,8,2014,359708.533,506833.795,579769.724,535648.1829
2014-08-09,496195.787,0.01572244102910934,5,8,2014,397764.939,626540.638,688919.55,756702.2779999999
2014-08-10,509681.765,0.016317491758803652,6,8,2014,496195.787,625898.206,747308.867,733789.78
2014-08-11,409553.125,0.013571301647374806,0,8,2014,509681.765,471185.304,583943.907,584890.339
2014-08-12,353902.212,0.013161062129784032,1,8,2014,409553.125,417212.476,524752.325,562863.027
2014-08-13,372127.545,0.01623510562756111,2,8,2014,353902.212,402915.371,578067.9652,621342.494
2014-08-14,340742.817,0.06584392650601349,3,8,2014,372127.545,359708.533,532444.558,498316.705
2014-08-15,402632.84,0.14424944323965228,4,8,2014,340742.817,397764.939,506833.795,547627.059
2014-08-16,533998.155,0.014632029955234582,5,8,2014,402632.84,496195.787,626540.638,728996.226
2014-08-17,564467.173,0.015409436396047074,6,8,2014,533998.155,509681.765,625898.206,776507.118
2014-08-18,433071.299,0.013027780905887276,0,8,2014,564467.173,409553.125,471185.304,600228.512
2014-08-19,379340.953,0.014031371930464888,1,8,2014,433071.299,353902.212,417212.476,530279.04
2014-08-20,398159.791,0.014844339216563432,2,8,2014,379340.953,372127.545,402915.371,574168.636
2014-08-21,355126.875,0.0665999074274511,3,8,2014,398159.791,340742.817,359708.533,484621.817
2014-08-22,388376.8984,0.14712443050912424,4,8,2014,355126.875,402632.84,397764.939,579769.724
2014-08-23,499678.208,0.01911056325274045,5,8,2014,388376.8984,533998.155,496195.787,688919.55
2014-08-24,528991.561,0.019709960930737798,6,8,2014,499678.208,564467.173,509681.765,747308.867
2014-08-25,412258.477,0.016561376856782013,0,8,2014,528991.561,433071.299,409553.125,583943.907
2014-08-26,355055.908,0.015617762935520566,1,8,2014,412258.477,379340.953,353902.212,524752.325
2014-08-27,366324.498,0.017070995890643384,2,8,2014,355055.908,398159.791,372127.545,578067.9652
2014-08-28,327921.427,0.06251915950585321,3,8,2014,366324.498,355126.875,340742.817,532444.558
2014-08-29,403566.917,0.13652608694879714,4,8,2014,327921.427,388376.8984,402632.84,506833.795
2014-08-30,586373.694,0.009395071873739275,5,8,2014,403566.917,499678.208,533998.155,626540.638
2014-08-31,660090.183,0.010057225771527647,6,8,2014,586373.694,528991.561,564467.173,625898.206
2014-09-01,812534.2279999999,0.00934953967256134,0,9,2014,660090.183,412258.477,433071.299,471185.304
2014-09-02,717362.553,0.053263696076982156,1,9,2014,812534.2279999999,355055.908,379340.953,417212.476
2014-09-03,726710.757,0.1984346875437816,2,9,2014,717362.553,366324.498,398159.791,402915.371
2014-09-04,551343.819,0.061531927684492636,3,9,2014,726710.757,327921.427,355126.875,359708.533
2014-09-05,603045.2419,0.11369156779014791,4,9,2014,551343.819,403566.917,388376.8984,397764.939
2014-09-06,870142.446,0.01788928706047745,5,9,2014,603045.2419,586373.694,499678.208,496195.787
2014-09-07,997976.078,0.02096270287552925,6,9,2014,870142.446,660090.183,528991.561,509681.765
2014-09-08,648670.29,0.021430560662798352,0,9,2014,997976.078,812534.2279999999,412258.477,409553.125
2014-09-09,562460.081,0.0691184926953065,1,9,2014,648670.29,717362.553,355055.908,353902.212
2014-09-10,612999.472,0.22588958608434173,2,9,2014,562460.081,726710.757,366324.498,372127.545
2014-09-11,483468.957,0.06228375485957002,3,9,2014,612999.472,551343.819,327921.427,340742.817
2014-09-12,564384.848,0.1101291312483995,4,9,2014,483468.957,603045.2419,403566.917,402632.84
2014-09-13,795803.238,0.020247682128682165,5,9,2014,564384.848,870142.446,586373.694,533998.155
2014-09-14,896514.623,0.02281433060350651,6,9,2014,795803.238,997976.078,660090.183,564467.173
2014-09-15,630718.293,0.022628397112306367,0,9,2014,896514.623,648670.29,812534.2279999999,433071.299
2014-09-16,608279.908,0.06994535482832354,1,9,2014,630718.293,562460.081,717362.553,379340.953
2014-09-17,617490.344,0.22827193877545068,2,9,2014,608279.908,612999.472,726710.757,398159.791
2014-09-18,479503.843,0.061885020179077065,3,9,2014,617490.344,483468.957,551343.819,355126.875
2014-09-19,550218.631,0.11081323234945127,4,9,2014,479503.843,564384.848,603045.2419,388376.8984
2014-09-20,808504.834,0.018609635177518305,5,9,2014,550218.631,795803.238,870142.446,499678.208
2014-09-21,901425.451,0.021970494596119407,6,9,2014,808504.834,896514.623,997976.078,528991.561
2014-09-22,589129.294,0.02016273188411507,0,9,2014,901425.451,630718.293,648670.29,412258.477
2014-09-23,559956.304,0.06592907292280435,1,9,2014,589129.294,608279.908,562460.081,355055.908
2014-09-24,598188.1147,0.2215122295876,2,9,2014,559956.304,617490.344,612999.472,366324.498
2014-09-25,467071.377,0.05190698080392111,3,9,2014,598188.1147,479503.843,483468.957,327921.427
2014-09-26,515484.224,0.10547883420773708,4,9,2014,467071.377,550218.631,564384.848,403566.917
2014-09-27,781204.368,0.011998560663449849,5,9,2014,515484.224,808504.834,795803.238,586373.694
2014-09-28,886531.79,0.014460172939765646,6,9,2014,781204.368,901425.451,896514.623,660090.183
2014-09-29,586690.822,0.011604350613141174,0,9,2014,886531.79,589129.294,630718.293,812534.2279999999
2014-09-30,599109.9157,0.054505589282137126,1,9,2014,586690.822,559956.304,608279.908,717362.553
2014-10-01,784528.2548,0.19102220102729692,2,10,2014,599109.9157,598188.1147,617490.344,726710.757
2014-10-02,634325.519,0.05419370492013896,3,10,2014,784528.2548,467071.377,479503.843,551343.819
2014-10-03,675722.295,0.10279082770237735,4,10,2014,634325.519,515484.224,550218.631,603045.2419
2014-10-04,931318.513,0.013835126028467554,5,10,2014,675722.295,781204.368,808504.834,870142.446
2014-10-05,985467.963,0.014800704383730434,6,10,2014,931318.513,886531.79,901425.451,997976.078
2014-10-06,641512.757,0.01191156670949881,0,10,2014,985467.963,586690.822,589129.294,648670.29
2014-10-07,586494.271,0.056838519399620875,1,10,2014,641512.757,599109.9157,559956.304,562460.081
2014-10-08,620211.3237,0.2027277416508737,2,10,2014,586494.271,784528.2548,598188.1147,612999.472
2014-10-09,510540.923,0.050277237031594424,3,10,2014,620211.3237,634325.519,467071.377,483468.957
2014-10-10,702477.318,0.0977458449412882,4,10,2014,510540.923,675722.295,515484.224,564384.848
2014-10-11,748319.588,0.01013159767775583,5,10,2014,702477.318,931318.513,781204.368,795803.238
2014-10-12,843986.133,0.011473161253942071,6,10,2014,748319.588,985467.963,886531.79,896514.623
2014-10-13,611759.926,0.009806256907386903,0,10,2014,843986.133,641512.757,586690.822,630718.293
2014-10-14,550643.5733,0.05913814775834777,1,10,2014,611759.926,586494.271,599109.9157,608279.908
2014-10-15,624828.4692,0.21608670163968255,2,10,2014,550643.5733,620211.3237,784528.2548,617490.344
2014-10-16,538274.607,0.053191840424305956,3,10,2014,624828.4692,510540.923,634325.519,479503.843
2014-10-17,558553.136,0.10500168778928849,4,10,2014,538274.607,702477.318,675722.295,550218.631
2014-10-18,820845.135,0.011081985641542481,5,10,2014,558553.136,748319.588,931318.513,808504.834
2014-10-19,935412.596,0.01061614526302573,6,10,2014,820845.135,843986.133,985467.963,901425.451
2014-10-20,624643.991,0.008848915669789896,0,10,2014,935412.596,611759.926,641512.757,589129.294
2014-10-21,542212.1653,0.05297309031070535,1,10,2014,624643.991,550643.5733,586494.271,559956.304
2014-10-22,584953.356,0.2184330950312558,2,10,2014,542212.1653,624828.4692,620211.3237,598188.1147
2014-10-23,492247.716,0.050977429014622384,3,10,2014,584953.356,538274.607,510540.923,467071.377
2014-10-24,528416.646,0.1041994237251943,4,10,2014,492247.716,558553.136,702477.318,515484.224
2014-10-25,758937.231,0.013764733858471096,5,10,2014,528416.646,820845.135,748319.588,781204.368
2014-10-26,892132.867,0.012938572747370824,6,10,2014,758937.231,935412.596,843986.133,886531.79
2014-10-27,572845.902,0.008860613268382951,0,10,2014,892132.867,624643.991,611759.926,586690.822
2014-10-28,512718.81169999996,0.05728559656825246,1,10,2014,572845.902,542212.1653,550643.5733,599109.9157
2014-10-29,560832.678,0.21521247376387723,2,10,2014,512718.81169999996,584953.356,624828.4692,784528.2548
2014-10-30,459731.2661,0.0474144823451241,3,10,2014,560832.678,492247.716,538274.607,634325.519
2014-10-31,561900.866,0.0996690882480327,4,10,2014,459731.2661,528416.646,558553.136,675722.295
2014-11-01,873556.545,0.014800017324579714,5,11,2014,561900.866,758937.231,820845.135,931318.513
2014-11-02,709853.492,0.014547948437788344,6,11,2014,873556.545,892132.867,935412.596,985467.963
2014-11-03,973202.042,0.010962183122916217,0,11,2014,709853.492,572845.902,624643.991,641512.757
2014-11-04,702754.9537,0.04986699249217971,1,11,2014,973202.042,512718.81169999996,542212.1653,586494.271
2014-11-05,718875.939,0.19936665177494553,2,11,2014,702754.9537,560832.678,584953.356,620211.3237
2014-11-06,566237.953,0.05033888464908321,3,11,2014,718875.939,459731.2661,492247.716,510540.923
2014-11-07,585332.713,0.09596344566513235,4,11,2014,566237.953,561900.866,528416.646,702477.318
2014-11-08,816103.645,0.012481294578705136,5,11,2014,585332.713,873556.545,758937.231,748319.588
2014-11-09,941485.422,0.014129856595910201,6,11,2014,816103.645,709853.492,892132.867,843986.133
2014-11-10,593382.793,0.009441402861845373,0,11,2014,941485.422,973202.042,572845.902,611759.926
2014-11-11,552514.7503,0.05805415327388772,1,11,2014,593382.793,702754.9537,512718.81169999996,550643.5733
2014-11-12,588110.484,0.21091587954075647,2,11,2014,552514.7503,718875.939,560832.678,624828.4692
2014-11-13,468098.937,0.051157208673601406,3,11,2014,588110.484,566237.953,459731.2661,538274.607
2014-11-14,553010.412,0.09738108511418045,4,11,2014,468098.937,585332.713,561900.866,558553.136
2014-11-15,786158.201,0.016382150543768226,5,11,2014,553010.412,816103.645,873556.545,820845.135
2014-11-16,956619.511,0.015143255843545093,6,11,2014,786158.201,941485.422,709853.492,935412.596
2014-11-17,620930.34,0.013673327671506598,0,11,2014,956619.511,593382.793,973202.042,624643.991
2014-11-18,553393.2043,0.059361605355369565,1,11,2014,620930.34,552514.7503,702754.9537,542212.1653
2014-11-19,580242.0113,0.2155394190086284,2,11,2014,553393.2043,588110.484,718875.939,584953.356
2014-11-20,511866.761,0.05406969959512569,3,11,2014,580242.0113,468098.937,566237.953,492247.716
2014-11-21,567988.733,0.09840537981234919,4,11,2014,511866.761,553010.412,585332.713,528416.646
2014-11-22,763743.87,0.01413977830028279,5,11,2014,567988.733,786158.201,816103.645,758937.231
2014-11-23,907433.97,0.014959881874380347,6,11,2014,763743.87,956619.511,941485.422,892132.867
2014-11-24,610939.957,0.011720929230366248,0,11,2014,907433.97,620930.34,593382.793,572845.902
2014-11-25,541294.608,0.06112392126396352,1,11,2014,610939.957,553393.2043,552514.7503,512718.81169999996
2014-11-26,579210.306,0.2179107185982979,2,11,2014,541294.608,580242.0113,588110.484,560832.678
2014-11-27,475843.637,0.050698584837859245,3,11,2014,579210.306,511866.761,468098.937,459731.2661
2014-11-28,559635.825,0.10271262566151837,4,11,2014,475843.637,567988.733,553010.412,561900.866
2014-11-29,850926.105,0.014578893428119707,5,11,2014,559635.825,763743.87,786158.201,873556.545
2014-11-30,1023702.282,0.013840850263924682,6,11,2014,850926.105,907433.97,956619.511,709853.492
2014-12-01,817435.562,0.020059519994311187,0,12,2014,1023702.282,610939.957,620930.34,973202.042
2014-12-02,735329.184,0.05717721112507891,1,12,2014,817435.562,541294.608,553393.2043,702754.9537
2014-12-03,715144.6146,0.19131975436398677,2,12,2014,735329.184,579210.306,580242.0113,718875.939
2014-12-04,579121.517,0.05682886239573102,3,12,2014,715144.6146,475843.637,511866.761,566237.953
2014-12-05,635580.153,0.09663036315735932,4,12,2014,579121.517,559635.825,567988.733,585332.713
2014-12-06,829576.706,0.017577371561346613,5,12,2014,635580.153,850926.105,763743.87,816103.645
2014-12-07,1013905.808,0.01690425763889105,6,12,2014,829576.706,1023702.282,907433.97,941485.422
2014-12-08,790392.291,0.011681498042343636,0,12,2014,1013905.808,817435.562,610939.957,593382.793
2014-12-09,665163.963,0.055493090505866746,1,12,2014,790392.291,735329.184,541294.608,552514.7503
2014-12-10,732159.0331,0.20756239304534235,2,12,2014,665163.963,715144.6146,579210.306,588110.484
2014-12-11,580645.294,0.058062792118315186,3,12,2014,732159.0331,579121.517,475843.637,468098.937
2014-12-12,642825.387,0.09998028438164344,4,12,2014,580645.294,635580.153,559635.825,553010.412
2014-12-13,854838.906,0.025807389959857537,5,12,2014,642825.387,829576.706,850926.105,786158.201
2014-12-14,999116.133,0.028597147074593376,6,12,2014,854838.906,1013905.808,1023702.282,956619.511
2014-12-15,790190.946,0.025681072534080897,0,12,2014,999116.133,790392.291,817435.562,620930.34
2014-12-16,799100.263,0.06031223393553056,1,12,2014,790190.946,665163.963,735329.184,553393.2043
2014-12-17,780060.499,0.18744635343982471,2,12,2014,799100.263,732159.0331,715144.6146,580242.0113
2014-12-18,731958.276,0.07222374516877517,3,12,2014,780060.499,580645.294,579121.517,511866.761
2014-12-19,757418.376,0.11416357160048622,4,12,2014,731958.276,642825.387,635580.153,567988.733
2014-12-20,935656.992,0.06372589475609883,5,12,2014,757418.376,854838.906,829576.706,763743.87
2014-12-21,1056614.235,0.059963042235561016,6,12,2014,935656.992,999116.133,1013905.808,907433.97
2014-12-22,1008351.346,0.07211282484865152,0,12,2014,1056614.235,790190.946,790392.291,610939.957
2014-12-23,1065941.9740000002,0.10096446863438739,1,12,2014,1008351.346,799100.263,665163.963,541294.608
2014-12-24,966060.872,0.18437410639688964,2,12,2014,1065941.9740000002,780060.499,732159.0331,579210.306
2014-12-26,872122.3,0.10988339479451449,4,12,2014,966060.872,731958.276,580645.294,475843.637
2014-12-27,740620.875,0.04859726509869169,5,12,2014,872122.3,757418.376,642825.387,559635.825
2014-12-28,716332.635,0.0563512983043136,6,12,2014,740620.875,935656.992,854838.906,850926.105
2014-12-29,774079.401,0.058180652968958156,0,12,2014,716332.635,1056614.235,999116.133,1023702.282
2014-12-30,912972.533,0.0861014610611511,1,12,2014,774079.401,1008351.346,790190.946,817435.562
2014-12-31,844387.803,0.1833464889591732,2,12,2014,912972.533,1065941.9740000002,799100.263,735329.184
2015-01-01,12773.617,0.01412880940457194,3,1,2015,844387.803,966060.872,780060.499,715144.6146
2015-01-02,657792.392,0.12293571039052091,4,1,2015,12773.617,872122.3,731958.276,579121.517
2015-01-03,648943.665,0.029671822129583466,5,1,2015,657792.392,740620.875,757418.376,635580.153
2015-01-04,730926.776,0.028830125933161876,6,1,2015,648943.665,716332.635,935656.992,829576.706
2015-01-05,569299.496,0.027019431965209395,0,1,2015,730926.776,774079.401,1056614.235,1013905.808
2015-01-06,477892.024,0.02734143978933618,1,1,2015,569299.496,912972.533,1008351.346,790392.291
2015-01-07,494167.918,0.030198542755258344,2,1,2015,477892.024,844387.803,1065941.9740000002,665163.963
2015-01-08,417505.133,0.07405833499057843,3,1,2015,494167.918,12773.617,966060.872,732159.0331
2015-01-09,439385.226,0.14229326181304056,4,1,2015,417505.133,657792.392,872122.3,580645.294
2015-01-10,569978.908,0.017157164699855874,5,1,2015,439385.226,648943.665,740620.875,642825.387
2015-01-11,694877.34,0.01862240751727492,6,1,2015,569978.908,730926.776,716332.635,854838.906
2015-01-12,442851.544,0.02011009359831881,0,1,2015,694877.34,569299.496,774079.401,999116.133
2015-01-13,393801.993,0.030636635198542532,1,1,2015,442851.544,477892.024,912972.533,790190.946
2015-01-14,400937.971,0.0434206616963201,2,1,2015,393801.993,494167.918,844387.803,799100.263
2015-01-15,371202.145,0.06908415090112155,3,1,2015,400937.971,417505.133,12773.617,780060.499
2015-01-16,423624.936,0.14011432273193664,4,1,2015,371202.145,439385.226,657792.392,731958.276
2015-01-17,621876.434,0.01615718244116644,5,1,2015,423624.936,569978.908,648943.665,757418.376
2015-01-18,678279.031,0.011309599220088526,6,1,2015,621876.434,694877.34,730926.776,935656.992
2015-01-19,448218.897,0.013355840282655464,0,1,2015,678279.031,442851.544,569299.496,1056614.235
2015-01-20,405308.777,0.013133764433628339,1,1,2015,448218.897,393801.993,477892.024,1008351.346
2015-01-21,413205.592,0.016294861759760502,2,1,2015,405308.777,400937.971,494167.918,1065941.9740000002
2015-01-22,364866.539,0.06935325467047007,3,1,2015,413205.592,371202.145,417505.133,966060.872
2015-01-23,416942.182,0.14138751017521178,4,1,2015,364866.539,423624.936,439385.226,872122.3
2015-01-24,588853.871,0.014800668602550462,5,1,2015,416942.182,621876.434,569978.908,740620.875
2015-01-25,631625.951,0.013435374190317269,6,1,2015,588853.871,678279.031,694877.34,716332.635
2015-01-26,410037.618,0.011968301893705761,0,1,2015,631625.951,448218.897,442851.544,774079.401
2015-01-27,360020.397,0.014615430247414565,1,1,2015,410037.618,405308.777,393801.993,912972.533
2015-01-28,376935.916,0.01544549020900412,2,1,2015,360020.397,413205.592,400937.971,844387.803
2015-01-29,343153.677,0.07561210250415006,3,1,2015,376935.916,364866.539,371202.145,12773.617
2015-01-30,435912.672,0.14417955484441616,4,1,2015,343153.677,416942.182,423624.936,657792.392
2015-01-31,656211.842,0.016962315044598053,5,1,2015,435912.672,588853.871,621876.434,648943.665
2015-02-01,815295.476,0.014917428537282843,6,2,2015,656211.842,631625.951,678279.031,730926.776
2015-02-02,538303.887,0.014982379274552779,0,2,2015,815295.476,410037.618,448218.897,569299.496
2015-02-03,475250.843,0.013667363447475253,1,2,2015,538303.887,360020.397,405308.777,477892.024
2015-02-04,452146.147,0.01780474311992755,2,2,2015,475250.843,376935.916,413205.592,494167.918
2015-02-05,407492.968,0.06771479796431727,3,2,2015,452146.147,343153.677,364866.539,417505.133
2015-02-06,437171.135,0.13844510342614455,4,2,2015,407492.968,435912.672,416942.182,439385.226
