date,sales,promotion,month,year,sales_lag_1,sales_lag_2,sales_lag_4,sales_lag_8
2017-01-29,5615802.478,0.17509929486519238,1,2017,5911702.025,5903366.658,6005897.225,6252746.703
2017-02-05,6306569.583000001,0.1511725713088037,2,2017,5615802.478,5911702.025,7410543.456,6186209.901000001
2017-02-12,5706962.155,0.14758056162368227,2,2017,6306569.583000001,5615802.478,5903366.658,6420658.075
2017-02-19,5509899.993,0.15399204415287834,2,2017,5706962.155,6306569.583000001,5911702.025,6956461.809
2017-02-26,5509895.163,0.16773267106897222,2,2017,5509899.993,5706962.155,5615802.478,6005897.225
2017-03-05,6744557.992000001,0.17382783592203113,3,2017,5509895.163,5509899.993,6306569.583000001,7410543.456
2017-03-12,5908217.919,0.18477094344969097,3,2017,6744557.992000001,5509895.163,5706962.155,5903366.658
2017-03-19,5978834.9350000005,0.20576962257279643,3,2017,5908217.919,6744557.992000001,5509899.993,5911702.025
2017-03-26,5940057.18,0.21872362228674708,3,2017,5978834.9350000005,5908217.919,5509895.163,5615802.478
2017-04-02,6429877.113,0.1904431598738083,4,2017,5940057.18,5978834.9350000005,6744557.992000001,6306569.583000001
2017-04-09,6068743.359,0.17308615307355593,4,2017,6429877.113,5940057.18,5908217.919,5706962.155
2017-04-16,5634638.017,0.1890039097075861,4,2017,6068743.359,6429877.113,5978834.9350000005,5509899.993
2017-04-23,5815618.209,0.20123069774231803,4,2017,5634638.017,6068743.359,5940057.18,5509895.163
2017-04-30,5787565.834,0.21583508211027289,4,2017,5815618.209,5634638.017,6429877.113,6744557.992000001
2017-05-07,6903316.319,0.18940453871443116,5,2017,5787565.834,5815618.209,6068743.359,5908217.919
2017-05-14,5673019.285,0.1989850256608109,5,2017,6903316.319,5787565.834,5634638.017,5978834.9350000005
2017-05-21,6112758.433,0.20135981774694806,5,2017,5673019.285,6903316.319,5815618.209,5940057.18
2017-05-28,5847533.242000001,0.19027768632563505,5,2017,6112758.433,5673019.285,5787565.834,6429877.113
2017-06-04,6615714.097,0.1753748443461492,6,2017,5847533.242000001,6112758.433,6903316.319,6068743.359
2017-06-11,6232422.802999999,0.221534511800996,6,2017,6615714.097,5847533.242000001,5673019.285,5634638.017
2017-06-18,5840740.018,0.20989236196474034,6,2017,6232422.802999999,6615714.097,6112758.433,5815618.209
2017-06-25,5772043.1,0.1961317381708394,6,2017,5840740.018,6232422.802999999,5847533.242000001,5787565.834
2017-07-02,6107199.996,0.19696326349028243,7,2017,5772043.1,5840740.018,6615714.097,6903316.319
2017-07-09,6207570.135,0.22202876697743504,7,2017,6107199.996,5772043.1,6232422.802999999,5673019.285
2017-07-16,5748772.881,0.23129580651805196,7,2017,6207570.135,6107199.996,5840740.018,6112758.433
2017-07-23,5744551.932,0.22129034745403015,7,2017,5748772.881,6207570.135,5772043.1,5847533.242000001
2017-07-30,5922050.416999999,0.23168289855510027,7,2017,5744551.932,5748772.881,6107199.996,6615714.097
2017-08-06,6410387.605,0.188290621936581,8,2017,5922050.416999999,5744551.932,6207570.135,6232422.802999999
2017-08-13,5385557.901000001,0.17020835201303686,8,2017,6410387.605,5922050.416999999,5748772.881,5840740.018
2017-08-20,1523885.342,0.15373223269707123,8,2017,5385557.901000001,6410387.605,5744551.932,5772043.1
